"id","sku","name","category","stock","reorder_level","created_at","updated_at","source_product_id"
"PRD-ZICC-R154450","PRD-ZICC-R154450","Water Bottle Insulated","Sports","309","0","2024-03-16T14:58:02.045085","2024-03-16T14:58:02.045085","PRD-ZICC"
"PRD-MN01-R290140","PRD-MN01-R290140","Sports Bra High Impact","Clothing","498","0","2024-03-16T15:11:47.715641","2024-03-16T15:11:47.715641","PRD-MN01"
"PRD-NVQ2-R703939","PRD-NVQ2-R703939","Sports Bra High Impact","Clothing","698","0","2024-03-16T15:14:08.768945","2024-03-16T15:14:08.768945","PRD-NVQ2"
"PRD-P8SA-R149582","PRD-P8SA-R149582","Vacuum Robot Cleaner","Home","219","0","2024-03-16T15:20:04.413406","2024-03-16T15:20:04.413406","PRD-P8SA"
"PRD-O15B-R557573","PRD-O15B-R557573","Portable SSD 1TB","Electronics","520","0","2024-03-16T16:27:30.522148","2024-03-16T16:27:30.522148","PRD-O15B"
"PRD-D5A4-R128692","PRD-D5A4-R128692","Winter Jacket Waterproof","Clothing","45","0","2024-03-16T16:36:27.770277","2024-03-16T16:36:27.770277","PRD-D5A4"
"PRD-QG2C-R492106","PRD-QG2C-R492106","Baseball Cap","Clothing","561","0","2024-03-16T16:36:53.927839","2024-03-16T16:36:53.927839","PRD-QG2C"
"PRD-X25M-R451816","PRD-X25M-R451816","Treadmill Folding","Sports","941","0","2024-03-16T16:46:44.338328","2024-03-16T16:46:44.338328","PRD-X25M"
"PRD-UH5A-R647264","PRD-UH5A-R647264","Gym Gloves","Sports","786","0","2024-03-16T16:49:40.596409","2024-03-16T16:49:40.596409","PRD-UH5A"
"PRD-UTV5-R610369","PRD-UTV5-R610369","USB Hub 7-Port","Electronics","914","0","2024-03-16T16:54:53.761465","2024-03-16T16:54:53.761465","PRD-UTV5"
"PRD-SOSB-R443205","PRD-SOSB-R443205","Electric Toothbrush","Home","204","0","2024-03-16T17:10:26.737688","2024-03-16T17:10:26.737688","PRD-SOSB"
"PRD-V2BK-R787121","PRD-V2BK-R787121","Storage Box Set","Home","5","0","2024-03-16T17:16:35.858469","2024-03-16T17:16:35.858469","PRD-V2BK"
"PRD-KY30-R589256","PRD-KY30-R589256","Running Shoes Air Zoom","Clothing","571","0","2024-03-16T17:19:05.851364","2024-03-16T17:19:05.851364","PRD-KY30"
"PRD-AQ14-R686614","PRD-AQ14-R686614","Portable SSD 1TB","Electronics","435","0","2024-03-16T17:19:32.857694","2024-03-16T17:19:32.857694","PRD-AQ14"
"PRD-OGGR-R906975","PRD-OGGR-R906975","Bedsheet Set Cotton","Home","798","0","2024-03-16T17:21:35.369592","2024-03-16T17:21:35.369592","PRD-OGGR"
"PRD-CPBM-R346632","PRD-CPBM-R346632","Digital Thermometer","Health","273","0","2024-03-16T17:23:03.223074","2024-03-16T17:23:03.223074","PRD-CPBM"
"PRD-JQN0-R182751","PRD-JQN0-R182751","Yoga Pants Leggings","Clothing","692","0","2024-03-16T17:35:06.715077","2024-03-16T17:35:06.715077","PRD-JQN0"
"PRD-A3UW-R166830","PRD-A3UW-R166830","USB-C Fast Charger 65W","Electronics","729","0","2024-03-16T17:41:59.219406","2024-03-16T17:41:59.219406","PRD-A3UW"
"PRD-SA7T-R304150","PRD-SA7T-R304150","Vitamin C Tablets","Health","859","0","2024-03-16T17:59:53.263361","2024-03-16T17:59:53.263361","PRD-SA7T"
"PRD-YWV3-R378863","PRD-YWV3-R378863","Portable SSD 1TB","Electronics","793","0","2024-03-16T18:02:29.675283","2024-03-16T18:02:29.675283","PRD-YWV3"
"PRD-GI4O-R456854","PRD-GI4O-R456854","Denim Jeans Slim Fit","Clothing","581","0","2024-03-16T18:24:07.391313","2024-03-16T18:24:07.391313","PRD-GI4O"
"PRD-A62Y-R6614","PRD-A62Y-R6614","Jump Rope Speed","Sports","460","0","2024-03-16T18:38:54.611809","2024-03-16T18:38:54.611809","PRD-A62Y"
"PRD-JCDQ-R187476","PRD-JCDQ-R187476","Bedsheet Set Cotton","Home","837","0","2024-03-16T18:47:17.175280","2024-03-16T18:47:17.175280","PRD-JCDQ"
"PRD-HV2F-R627913","PRD-HV2F-R627913","Electric Toothbrush","Home","57","0","2024-03-16T18:53:40.454601","2024-03-16T18:53:40.454601","PRD-HV2F"
"PRD-IS5W-R657042","PRD-IS5W-R657042","Wireless Mouse 2.4GHz","Electronics","542","0","2024-03-16T19:01:54.522265","2024-03-16T19:01:54.522265","PRD-IS5W"
"PRD-FN3K-R430163","PRD-FN3K-R430163","Portable SSD 1TB","Electronics","409","0","2024-03-16T19:10:06.431466","2024-03-16T19:10:06.431466","PRD-FN3K"
"PRD-2KND-R71006","PRD-2KND-R71006","Vitamin C Tablets","Health","339","0","2024-03-16T19:10:54.796799","2024-03-16T19:10:54.796799","PRD-2KND"
"PRD-4GMZ-R743128","PRD-4GMZ-R743128","Running Shoes Air Zoom","Clothing","237","0","2024-03-16T19:16:18.641883","2024-03-16T19:16:18.641883","PRD-4GMZ"
"PRD-M1NE-R546605","PRD-M1NE-R546605","Hooded Sweatshirt","Clothing","990","0","2024-03-16T19:31:02.881678","2024-03-16T19:31:02.881678","PRD-M1NE"
"PRD-D4ER-R100535","PRD-D4ER-R100535","Vacuum Robot Cleaner","Home","218","0","2024-03-16T19:50:32.488665","2024-03-16T19:50:32.488665","PRD-D4ER"
"PRD-6GZ2-R913233","PRD-6GZ2-R913233","Wireless Bluetooth Earbuds","Electronics","254","0","2024-03-16T19:58:44.919146","2024-03-16T19:58:44.919146","PRD-6GZ2"
"PRD-BWAN-R215494","PRD-BWAN-R215494","Massage Gun Deep Tissue","Health","597","0","2024-03-16T20:40:24.006111","2024-03-16T20:40:24.006111","PRD-BWAN"
"PRD-3931-R509203","PRD-3931-R509203","Protein Shaker Bottle","Health","153","0","2024-03-16T20:49:24.240091","2024-03-16T20:49:24.240091","PRD-3931"
"PRD-PF9T-R15494","PRD-PF9T-R15494","Vitamin C Tablets","Health","315","0","2024-03-16T20:58:25.740387","2024-03-16T20:58:25.740387","PRD-PF9T"
"PRD-4JEU-R428941","PRD-4JEU-R428941","Cotton T-Shirt Pack","Clothing","128","0","2024-03-16T21:02:45.645170","2024-03-16T21:02:45.645170","PRD-4JEU"
"PRD-O1DP-R553224","PRD-O1DP-R553224","Jump Rope Speed","Sports","298","0","2024-03-16T21:11:46.314757","2024-03-16T21:11:46.314757","PRD-O1DP"
"PRD-06B0-R698076","PRD-06B0-R698076","Fitness Smart Band","Health","726","0","2024-03-16T21:24:24.918457","2024-03-16T21:24:24.918457","PRD-06B0"
"PRD-EJOF-R960091","PRD-EJOF-R960091","Casual Sneakers","Clothing","600","0","2024-03-16T21:25:54.929903","2024-03-16T21:25:54.929903","PRD-EJOF"
"PRD-V5C2-R894456","PRD-V5C2-R894456","Gym Gloves","Sports","662","0","2024-03-16T21:39:40.753335","2024-03-16T21:39:40.753335","PRD-V5C2"
"PRD-0S53-R542292","PRD-0S53-R542292","Storage Box Set","Home","813","0","2024-03-16T22:02:46.955220","2024-03-16T22:02:46.955220","PRD-0S53"
"PRD-CFD8-R800848","PRD-CFD8-R800848","Digital Thermometer","Health","944","0","2024-03-16T22:32:02.788816","2024-03-16T22:32:02.788816","PRD-CFD8"
"PRD-YWB2-R47319","PRD-YWB2-R47319","Digital Blood Pressure Monitor","Health","710","0","2024-03-16T22:40:14.067747","2024-03-16T22:40:14.067747","PRD-YWB2"
"PRD-YWNC-R884480","PRD-YWNC-R884480","Exercise Ball","Sports","252","0","2024-03-16T22:40:44.364395","2024-03-16T22:40:44.364395","PRD-YWNC"
"PRD-GJWW-R44766","PRD-GJWW-R44766","Fitness Smart Band","Health","656","0","2024-03-16T22:42:21.457145","2024-03-16T22:42:21.457145","PRD-GJWW"
"PRD-7NBN-R313220","PRD-7NBN-R313220","Wireless Bluetooth Earbuds","Electronics","423","0","2024-03-16T22:49:58.118325","2024-03-16T22:49:58.118325","PRD-7NBN"
"PRD-P7HG-R367439","PRD-P7HG-R367439","Power Bank 20000mAh","Electronics","754","0","2024-03-16T22:52:04.875182","2024-03-16T22:52:04.875182","PRD-P7HG"
"PRD-CETH-R87087","PRD-CETH-R87087","Vitamin C Tablets","Health","555","0","2024-03-16T23:44:43.616050","2024-03-16T23:44:43.616050","PRD-CETH"
"PRD-Q956-R47133","PRD-Q956-R47133","Gym Gloves","Sports","122","0","2024-03-17T00:33:47.627097","2024-03-17T00:33:47.627097","PRD-Q956"
"PRD-JD7I-R576422","PRD-JD7I-R576422","Electric Toothbrush","Home","928","0","2024-03-17T00:44:14.540479","2024-03-17T00:44:14.540479","PRD-JD7I"
"PRD-GHE8-R215499","PRD-GHE8-R215499","Portable SSD 1TB","Electronics","827","0","2024-03-17T01:00:22.114016","2024-03-17T01:00:22.114016","PRD-GHE8"
"PRD-L69M-R842323","PRD-L69M-R842323","Bedsheet Set Cotton","Home","493","0","2024-03-17T01:36:13.352050","2024-03-17T01:36:13.352050","PRD-L69M"
"PRD-FCAJ-R282274","PRD-FCAJ-R282274","Vacuum Robot Cleaner","Home","950","0","2024-03-17T01:36:57.327066","2024-03-17T01:36:57.327066","PRD-FCAJ"
"PRD-7CXT-R680977","PRD-7CXT-R680977","Yoga Pants Leggings","Clothing","485","0","2024-03-17T01:40:13.907309","2024-03-17T01:40:13.907309","PRD-7CXT"
"PRD-8EEU-R55979","PRD-8EEU-R55979","Air Fryer 5L","Home","243","0","2024-03-17T01:41:44.403106","2024-03-17T01:41:44.403106","PRD-8EEU"
"PRD-ZWYB-R448500","PRD-ZWYB-R448500","Resistance Bands Set","Health","681","0","2024-03-17T01:51:05.558457","2024-03-17T01:51:05.558457","PRD-ZWYB"
"PRD-ZLJL-R594533","PRD-ZLJL-R594533","Coffee Maker Automatic","Home","782","0","2024-03-17T01:56:24.233349","2024-03-17T01:56:24.233349","PRD-ZLJL"
"PRD-64SS-R148537","PRD-64SS-R148537","Screen Protector Tempered Glass","Electronics","396","0","2024-03-17T01:59:03.624811","2024-03-17T01:59:03.624811","PRD-64SS"
"PRD-B7EE-R78179","PRD-B7EE-R78179","Tennis Balls Pack","Sports","874","0","2024-03-17T02:01:42.326723","2024-03-17T02:01:42.326723","PRD-B7EE"
"PRD-CNJ8-R350105","PRD-CNJ8-R350105","Running Shoes Air Zoom","Clothing","240","0","2024-03-17T02:07:00.647359","2024-03-17T02:07:00.647359","PRD-CNJ8"
"PRD-2W0B-R144473","PRD-2W0B-R144473","Storage Box Set","Home","529","0","2024-03-17T02:25:46.869946","2024-03-17T02:25:46.869946","PRD-2W0B"
"PRD-RYMM-R152296","PRD-RYMM-R152296","Desk Lamp LED","Home","807","0","2024-03-17T02:35:35.238836","2024-03-17T02:35:35.238836","PRD-RYMM"
"PRD-EHXY-R413374","PRD-EHXY-R413374","Water Bottle Insulated","Sports","698","0","2024-03-17T02:35:40.645128","2024-03-17T02:35:40.645128","PRD-EHXY"
"PRD-HSWQ-R214391","PRD-HSWQ-R214391","Sports Bra High Impact","Clothing","436","0","2024-03-17T02:41:37.009999","2024-03-17T02:41:37.009999","PRD-HSWQ"
"PRD-WY9M-R972775","PRD-WY9M-R972775","Hooded Sweatshirt","Clothing","131","0","2024-03-17T02:49:23.390212","2024-03-17T02:49:23.390212","PRD-WY9M"
"PRD-89DE-R483738","PRD-89DE-R483738","Blender 1000W","Home","505","0","2024-03-17T02:52:42.837518","2024-03-17T02:52:42.837518","PRD-89DE"
"PRD-E6PE-R108619","PRD-E6PE-R108619","Dumbbells Set Adjustable","Sports","752","0","2024-03-17T02:59:07.189882","2024-03-17T02:59:07.189882","PRD-E6PE"
"PRD-XGR7-R516111","PRD-XGR7-R516111","Electric Toothbrush","Home","615","0","2024-03-17T03:02:24.697117","2024-03-17T03:02:24.697117","PRD-XGR7"
"PRD-1ZW9-R956500","PRD-1ZW9-R956500","Power Bank 20000mAh","Electronics","321","0","2024-03-17T03:03:48.102478","2024-03-17T03:03:48.102478","PRD-1ZW9"
"PRD-59JF-R360331","PRD-59JF-R360331","Gym Gloves","Sports","150","0","2024-03-17T03:30:48.094556","2024-03-17T03:30:48.094556","PRD-59JF"
"PRD-SH5I-R988909","PRD-SH5I-R988909","Massage Gun Deep Tissue","Health","613","0","2024-03-17T03:35:30.017661","2024-03-17T03:35:30.017661","PRD-SH5I"
"PRD-071B-R893335","PRD-071B-R893335","Water Bottle Insulated","Sports","874","0","2024-03-17T03:43:17.003247","2024-03-17T03:43:17.003247","PRD-071B"
"PRD-JAQY-R888501","PRD-JAQY-R888501","Massage Gun Deep Tissue","Health","673","0","2024-03-17T03:46:49.103321","2024-03-17T03:46:49.103321","PRD-JAQY"
"PRD-TAR2-R368921","PRD-TAR2-R368921","Foam Roller","Health","101","0","2024-03-17T03:48:24.820961","2024-03-17T03:48:24.820961","PRD-TAR2"
"PRD-VF03-R371351","PRD-VF03-R371351","Desk Lamp LED","Home","541","0","2024-03-17T03:50:36.022997","2024-03-17T03:50:36.022997","PRD-VF03"
"PRD-934S-R197106","PRD-934S-R197106","Laptop Backpack Waterproof","Electronics","71","0","2024-03-17T03:50:43.811274","2024-03-17T03:50:43.811274","PRD-934S"
"PRD-NU1G-R711212","PRD-NU1G-R711212","Dumbbells Set Adjustable","Sports","93","0","2024-03-17T03:52:08.782218","2024-03-17T03:52:08.782218","PRD-NU1G"
"PRD-N3WJ-R169976","PRD-N3WJ-R169976","Casual Sneakers","Clothing","648","0","2024-03-17T03:57:00.855480","2024-03-17T03:57:00.855480","PRD-N3WJ"
"PRD-FED3-R204958","PRD-FED3-R204958","Hooded Sweatshirt","Clothing","9","0","2024-03-17T04:24:53.466233","2024-03-17T04:24:53.466233","PRD-FED3"
"PRD-UUHH-R371894","PRD-UUHH-R371894","Vacuum Robot Cleaner","Home","451","0","2024-03-17T04:30:23.532151","2024-03-17T04:30:23.532151","PRD-UUHH"
"PRD-T3X8-R486677","PRD-T3X8-R486677","Fitness Smart Band","Health","341","0","2024-03-17T04:38:26.532647","2024-03-17T04:38:26.532647","PRD-T3X8"
"PRD-2GWN-R533556","PRD-2GWN-R533556","Yoga Mat Non-Slip","Health","74","0","2024-03-17T04:40:36.768428","2024-03-17T04:40:36.768428","PRD-2GWN"
"PRD-4VIG-R630807","PRD-4VIG-R630807","Phone Case Shockproof","Electronics","805","0","2024-03-17T04:54:34.661999","2024-03-17T04:54:34.661999","PRD-4VIG"
"PRD-VHFE-R896808","PRD-VHFE-R896808","Swimming Goggles","Sports","299","0","2024-03-17T05:04:44.840776","2024-03-17T05:04:44.840776","PRD-VHFE"
"PRD-1M26-R738024","PRD-1M26-R738024","Hooded Sweatshirt","Clothing","571","0","2024-03-17T05:06:42.997706","2024-03-17T05:06:42.997706","PRD-1M26"
"PRD-YLRV-R321394","PRD-YLRV-R321394","Vitamin C Tablets","Health","370","0","2024-03-17T05:08:14.395624","2024-03-17T05:08:14.395624","PRD-YLRV"
"PRD-BKLE-R717599","PRD-BKLE-R717599","LED Strip Lights 5m","Home","681","0","2024-03-17T05:15:14.841748","2024-03-17T05:15:14.841748","PRD-BKLE"
"PRD-OJJH-R665288","PRD-OJJH-R665288","Resistance Bands Set","Health","86","0","2024-03-17T05:21:08.393257","2024-03-17T05:21:08.393257","PRD-OJJH"
"PRD-L8BS-R492511","PRD-L8BS-R492511","Protein Shaker Bottle","Health","376","0","2024-03-17T05:21:27.090253","2024-03-17T05:21:27.090253","PRD-L8BS"
"PRD-XG9B-R622882","PRD-XG9B-R622882","Protein Shaker Bottle","Health","187","0","2024-03-17T05:39:44.993659","2024-03-17T05:39:44.993659","PRD-XG9B"
"PRD-XA0U-R687709","PRD-XA0U-R687709","Smart Watch Series 8","Electronics","298","0","2024-03-17T05:40:00.886781","2024-03-17T05:40:00.886781","PRD-XA0U"
"PRD-Y37S-R847117","PRD-Y37S-R847117","Exercise Ball","Sports","599","0","2024-03-17T05:42:18.424899","2024-03-17T05:42:18.424899","PRD-Y37S"
"PRD-ODHD-R560689","PRD-ODHD-R560689","Air Fryer 5L","Home","421","0","2024-03-17T05:47:20.662198","2024-03-17T05:47:20.662198","PRD-ODHD"
"PRD-4LWN-R168671","PRD-4LWN-R168671","Sports Bra High Impact","Clothing","93","0","2024-03-17T05:48:21.456873","2024-03-17T05:48:21.456873","PRD-4LWN"
"PRD-WHWT-R436135","PRD-WHWT-R436135","Bedsheet Set Cotton","Home","894","0","2024-03-17T06:16:04.228645","2024-03-17T06:16:04.228645","PRD-WHWT"
"PRD-QTYQ-R752474","PRD-QTYQ-R752474","Tennis Balls Pack","Sports","207","0","2024-03-17T06:17:16.069528","2024-03-17T06:17:16.069528","PRD-QTYQ"
"PRD-IEJ0-R491167","PRD-IEJ0-R491167","Hooded Sweatshirt","Clothing","971","0","2024-03-17T06:48:49.824984","2024-03-17T06:48:49.824984","PRD-IEJ0"
"PRD-XYPE-R327889","PRD-XYPE-R327889","Fitness Smart Band","Health","301","0","2024-03-17T06:58:18.338023","2024-03-17T06:58:18.338023","PRD-XYPE"
"PRD-45E0-R508379","PRD-45E0-R508379","Protein Shaker Bottle","Health","98","0","2024-03-17T07:14:26.249616","2024-03-17T07:14:26.249616","PRD-45E0"
"PRD-KU3T-R48658","PRD-KU3T-R48658","Electric Toothbrush","Home","24","0","2024-03-17T07:16:16.744225","2024-03-17T07:16:16.744225","PRD-KU3T"
"PRD-JBTX-R501206","PRD-JBTX-R501206","Digital Blood Pressure Monitor","Health","85","0","2024-03-17T07:22:43.916583","2024-03-17T07:22:43.916583","PRD-JBTX"
"PRD-Y3S5-R804863","PRD-Y3S5-R804863","Desk Lamp LED","Home","798","0","2024-03-17T07:46:31.032852","2024-03-17T07:46:31.032852","PRD-Y3S5"
"PRD-C209-R732841","PRD-C209-R732841","Denim Jeans Slim Fit","Clothing","268","0","2024-03-17T08:06:37.719913","2024-03-17T08:06:37.719913","PRD-C209"
"PRD-SH50-R47342","PRD-SH50-R47342","Smart Watch Series 8","Electronics","403","0","2024-03-17T08:22:39.706318","2024-03-17T08:22:39.706318","PRD-SH50"
"PRD-U06R-R394214","PRD-U06R-R394214","Running Shoes Air Zoom","Clothing","50","0","2024-03-17T08:22:50.322977","2024-03-17T08:22:50.322977","PRD-U06R"
"PRD-DGR8-R24933","PRD-DGR8-R24933","Yoga Mat Non-Slip","Health","608","0","2024-03-17T08:25:28.254864","2026-01-12T00:20:56.178318","PRD-DGR8"
"PRD-BWIU-R926113","PRD-BWIU-R926113","Coffee Maker Automatic","Home","723","0","2024-03-17T08:30:52.572926","2024-03-17T08:30:52.572926","PRD-BWIU"
"PRD-K0UR-R797780","PRD-K0UR-R797780","4K Webcam Pro","Electronics","803","0","2024-03-17T08:38:11.045870","2024-03-17T08:38:11.045870","PRD-K0UR"
"PRD-3QCF-R980800","PRD-3QCF-R980800","Protein Shaker Bottle","Health","692","0","2024-03-17T09:01:39.455200","2024-03-17T09:01:39.455200","PRD-3QCF"
"PRD-O6R5-R32364","PRD-O6R5-R32364","Casual Sneakers","Clothing","337","0","2024-03-17T09:05:34.331730","2024-03-17T09:05:34.331730","PRD-O6R5"
"PRD-RW73-R414952","PRD-RW73-R414952","Casual Sneakers","Clothing","175","0","2024-03-17T09:08:32.132451","2024-03-17T09:08:32.132451","PRD-RW73"
"PRD-CED9-R683619","PRD-CED9-R683619","Treadmill Folding","Sports","183","0","2024-03-17T09:12:19.245002","2024-03-17T09:12:19.245002","PRD-CED9"
"PRD-PYA0-R321362","PRD-PYA0-R321362","Denim Jeans Slim Fit","Clothing","666","0","2024-03-17T09:17:54.933670","2024-03-17T09:17:54.933670","PRD-PYA0"
"PRD-X8GB-R862516","PRD-X8GB-R862516","Bedsheet Set Cotton","Home","160","0","2024-03-17T09:34:23.619359","2024-03-17T09:34:23.619359","PRD-X8GB"
"PRD-VLCA-R790036","PRD-VLCA-R790036","Denim Jeans Slim Fit","Clothing","504","0","2024-03-17T09:38:10.331721","2024-03-17T09:38:10.331721","PRD-VLCA"
"PRD-WY7I-R442085","PRD-WY7I-R442085","Digital Thermometer","Health","304","0","2024-03-17T09:59:53.218454","2024-03-17T09:59:53.218454","PRD-WY7I"
"PRD-DPC6-R133865","PRD-DPC6-R133865","Smart Watch Series 8","Electronics","722","0","2024-03-17T10:05:08.673503","2024-03-17T10:05:08.673503","PRD-DPC6"
"PRD-9V8T-R911599","PRD-9V8T-R911599","Desk Lamp LED","Home","667","0","2024-03-17T10:13:37.917426","2024-03-17T10:13:37.917426","PRD-9V8T"
"PRD-UEE7-R744060","PRD-UEE7-R744060","Gaming Mechanical Keyboard RGB","Electronics","389","0","2024-03-17T10:23:25.665139","2024-03-17T10:23:25.665139","PRD-UEE7"
"PRD-1DKY-R958952","PRD-1DKY-R958952","Screen Protector Tempered Glass","Electronics","723","0","2024-03-17T10:29:15.490857","2024-03-17T10:29:15.490857","PRD-1DKY"
"PRD-SX0T-R752988","PRD-SX0T-R752988","Running Shoes Air Zoom","Clothing","436","0","2024-03-17T10:29:26.450919","2024-03-17T10:29:26.450919","PRD-SX0T"
"PRD-1KK4-R566702","PRD-1KK4-R566702","Bedsheet Set Cotton","Home","698","0","2024-03-17T10:51:40.790658","2024-03-17T10:51:40.790658","PRD-1KK4"
"PRD-R8UY-R55043","PRD-R8UY-R55043","Gym Gloves","Sports","328","0","2024-03-17T10:57:08.096556","2024-03-17T10:57:08.096556","PRD-R8UY"
"PRD-PQ5P-R498966","PRD-PQ5P-R498966","Massage Gun Deep Tissue","Health","772","0","2024-03-17T10:57:09.866434","2024-03-17T10:57:09.866434","PRD-PQ5P"
"PRD-2J82-R49196","PRD-2J82-R49196","Air Fryer 5L","Home","317","0","2024-03-17T11:04:27.036035","2024-03-17T11:04:27.036035","PRD-2J82"
"PRD-SYQW-R734969","PRD-SYQW-R734969","Blender 1000W","Home","276","0","2024-03-17T11:08:16.980416","2024-03-17T11:08:16.980416","PRD-SYQW"
"PRD-3D59-R587957","PRD-3D59-R587957","LED Strip Lights 5m","Home","783","0","2024-03-17T11:08:34.546570","2024-03-17T11:08:34.546570","PRD-3D59"
"PRD-AILI-R473083","PRD-AILI-R473083","Screen Protector Tempered Glass","Electronics","407","0","2024-03-17T11:11:27.399908","2024-03-17T11:11:27.399908","PRD-AILI"
"PRD-WJFM-R898290","PRD-WJFM-R898290","Running Shoes Air Zoom","Clothing","277","0","2024-03-17T11:16:07.040221","2024-03-17T11:16:07.040221","PRD-WJFM"
"PRD-A2WX-R208488","PRD-A2WX-R208488","Running Shoes Air Zoom","Clothing","127","0","2024-03-17T11:22:08.573561","2024-03-17T11:22:08.573561","PRD-A2WX"
"PRD-18MP-R642424","PRD-18MP-R642424","Laptop Backpack Waterproof","Electronics","172","0","2024-03-17T11:29:26.448255","2024-03-17T11:29:26.448255","PRD-18MP"
"PRD-K3L2-R235530","PRD-K3L2-R235530","Treadmill Folding","Sports","643","0","2024-03-17T11:32:07.948556","2024-03-17T11:32:07.948556","PRD-K3L2"
"PRD-VO6I-R879","PRD-VO6I-R879","Fitness Smart Band","Health","931","0","2024-03-17T11:39:49.528760","2024-03-17T11:39:49.528760","PRD-VO6I"
"PRD-6BH0-R259099","PRD-6BH0-R259099","Air Fryer 5L","Home","605","0","2024-03-17T11:46:14.268237","2024-03-17T11:46:14.268237","PRD-6BH0"
"PRD-LL2Y-R250933","PRD-LL2Y-R250933","LED Strip Lights 5m","Home","178","0","2024-03-17T11:48:23.633794","2024-03-17T11:48:23.633794","PRD-LL2Y"
"PRD-ZAD8-R665245","PRD-ZAD8-R665245","Denim Jeans Slim Fit","Clothing","627","0","2024-03-17T11:52:47.297350","2024-03-17T11:52:47.297350","PRD-ZAD8"
"PRD-QAET-R532243","PRD-QAET-R532243","Protein Shaker Bottle","Health","367","0","2024-03-17T12:05:44.061990","2024-03-17T12:05:44.061990","PRD-QAET"
"PRD-P82F-R343192","PRD-P82F-R343192","Portable SSD 1TB","Electronics","435","0","2024-03-17T12:51:05.870947","2024-03-17T12:51:05.870947","PRD-P82F"
"PRD-MBRL-R357667","PRD-MBRL-R357667","Vacuum Robot Cleaner","Home","101","0","2024-03-17T13:37:05.844000","2024-03-17T13:37:05.844000","PRD-MBRL"
"PRD-5QYO-R14283","PRD-5QYO-R14283","Yoga Pants Leggings","Clothing","434","0","2024-03-17T13:53:34.269828","2024-03-17T13:53:34.269828","PRD-5QYO"
"PRD-97HI-R552643","PRD-97HI-R552643","Power Bank 20000mAh","Electronics","458","0","2024-03-17T14:10:16.452991","2024-03-17T14:10:16.452991","PRD-97HI"
"PRD-JW93-R664922","PRD-JW93-R664922","Fitness Smart Band","Health","75","0","2024-03-17T14:13:42.169640","2024-03-17T14:13:42.169640","PRD-JW93"
"PRD-IFC7-R644822","PRD-IFC7-R644822","Electric Toothbrush","Home","442","0","2024-03-17T14:14:50.777016","2024-03-17T14:14:50.777016","PRD-IFC7"
"PRD-FIHA-R49669","PRD-FIHA-R49669","Badminton Racket","Sports","948","0","2024-03-17T15:04:07.820022","2024-03-17T15:04:07.820022","PRD-FIHA"
"PRD-631E-R386591","PRD-631E-R386591","Protein Shaker Bottle","Health","704","0","2024-03-17T15:04:36.058951","2024-03-17T15:04:36.058951","PRD-631E"
"PRD-XVHJ-R932502","PRD-XVHJ-R932502","Coffee Maker Automatic","Home","752","0","2024-03-17T15:06:57.896031","2024-03-17T15:06:57.896031","PRD-XVHJ"
"PRD-ID8R-R491819","PRD-ID8R-R491819","Bedsheet Set Cotton","Home","484","0","2024-03-17T15:19:54.190470","2024-03-17T15:19:54.190470","PRD-ID8R"
"PRD-7E74-R351837","PRD-7E74-R351837","Resistance Bands Set","Health","569","0","2024-03-17T16:10:06.167095","2024-03-17T16:10:06.167095","PRD-7E74"
"PRD-5LDV-R15360","PRD-5LDV-R15360","Swimming Goggles","Sports","446","0","2024-03-17T16:11:46.148753","2024-03-17T16:11:46.148753","PRD-5LDV"
"PRD-V2Q3-R567610","PRD-V2Q3-R567610","LED Strip Lights 5m","Home","64","0","2024-03-17T16:19:50.253414","2024-03-17T16:19:50.253414","PRD-V2Q3"
"PRD-6RTQ-R601713","PRD-6RTQ-R601713","Coffee Maker Automatic","Home","458","0","2024-03-17T16:23:23.483037","2024-03-17T16:23:23.483037","PRD-6RTQ"
"PRD-24LZ-R141638","PRD-24LZ-R141638","Vacuum Robot Cleaner","Home","439","0","2024-03-17T16:25:17.959179","2024-03-17T16:25:17.959179","PRD-24LZ"
"PRD-20LP-R514782","PRD-20LP-R514782","Swimming Goggles","Sports","202","0","2024-03-17T16:33:23.644084","2024-03-17T16:33:23.644084","PRD-20LP"
"PRD-SEBR-R953310","PRD-SEBR-R953310","Gym Gloves","Sports","322","0","2024-03-17T16:42:00.116941","2024-03-17T16:42:00.116941","PRD-SEBR"
"PRD-0MJQ-R112998","PRD-0MJQ-R112998","Digital Thermometer","Health","314","0","2024-03-17T16:58:08.431844","2024-03-17T16:58:08.431844","PRD-0MJQ"
"PRD-Q1N5-R42106","PRD-Q1N5-R42106","Digital Blood Pressure Monitor","Health","236","0","2024-03-17T17:06:33.637024","2024-03-17T17:06:33.637024","PRD-Q1N5"
"PRD-Q9BF-R700952","PRD-Q9BF-R700952","Gym Gloves","Sports","222","0","2024-03-17T17:07:44.476594","2024-03-17T17:07:44.476594","PRD-Q9BF"
"PRD-XG9E-R337101","PRD-XG9E-R337101","Casual Sneakers","Clothing","363","0","2024-03-17T17:20:43.360750","2024-03-17T17:20:43.360750","PRD-XG9E"
"PRD-NVV2-R694432","PRD-NVV2-R694432","Casual Sneakers","Clothing","291","0","2024-03-17T17:21:01.016594","2024-03-17T17:21:01.016594","PRD-NVV2"
